Topic 	tweet_id	claim
animal testing	781737550423531521	0
animal testing	766406899537358848	0
animal testing	770950916237201409	0
animal testing	785053504259973120	0
animal testing	785270672729579521	0
animal testing	793107947865931776	0
animal testing	793974382024675328	0
animal testing	793692759668453376	0
animal testing	790829782271336448	0
animal testing	795399614891429888	0
animal testing	766013259937832960	0
animal testing	771386956060196864	0
animal testing	767461909633249280	0
animal testing	768302842415153152	0
animal testing	769922917467586560	0
animal testing	779655263032897536	0
animal testing	778267258812596226	0
animal testing	781879481472540672	0
animal testing	787820759225950208	0
animal testing	790569672529866753	0
animal testing	790217023838121988	0
animal testing	791063207901208576	0
animal testing	790935269017022464	0
animal testing	794109308573093889	0
animal testing	794222990992949248	0
animal testing	793896196012142592	0
animal testing	794893425342554112	0
animal testing	794595029952196608	0
animal testing	793465436801163265	0
animal testing	756629888828866564	0
animal testing	755848821372887040	1
animal testing	772032111343640576	0
animal testing	773609530328436736	0
animal testing	780189734828142596	0
animal testing	781070916142989312	0
animal testing	778548168115884033	0
animal testing	772848289335181313	0
animal testing	771027512591806464	0
animal testing	765635386689421313	0
animal testing	785819845539536896	0
animal testing	790946266515726336	0
animal testing	794677133448794112	0
animal testing	791791167113269248	0
animal testing	795308866946928640	0
animal testing	756973184239431680	0
animal testing	772527005665415168	0
animal testing	778000882734555136	0
animal testing	767421988231081985	0
animal testing	770302254528159744	0
animal testing	786721256020205568	0
animal testing	787071362955345920	0
animal testing	788676015568588800	0
animal testing	780106750527668224	0
animal testing	788070030927855616	0
animal testing	791312756377022466	0
animal testing	793898771306409984	0
animal testing	792738442270695424	0
animal testing	793916479645224962	0
animal testing	790657589327441920	0
animal testing	795307138910420992	0
college education	788570558170599424	0
college education	778642216994611200	0
college education	782360064858460160	1
college education	770923988818231296	0
college education	791228178266148864	0
college education	791147832149508096	0
college education	793873886517596160	1
college education	784646233138888704	0
college education	793283466922192904	0
college education	755729317259120641	0
college education	781030927665430528	0
college education	766623224989937664	0
college education	766699032827887616	0
college education	755581761627619328	1
college education	755215087179292672	0
college education	771366462699085825	1
college education	791284977539358721	0
college education	786947932981452800	0
college education	794925583071330304	0
college education	758831902652403712	1
college education	773379267266740224	1
college education	778993271871827968	1
college education	794513387849994241	0
college education	791566771845226496	0
college education	765823882922262528	1
college education	755771507754803204	0
college education	777939767539425284	0
college education	778955351148204032	0
college education	781047348365524993	0
college education	787533059339853824	0
college education	785450159601700864	0
college education	795219448567394304	1
college education	766113075967602689	0
college education	779314324871536640	1
college education	771456845747720192	0
college education	767783436555685888	0
college education	770900475520495616	0
college education	790782386665578496	0
college education	755072992565161984	0
college education	772074134062833665	0
college education	770731499595235328	0
college education	793124657973039104	0
college education	793418523502645249	1
college education	765720602359402497	0
college education	781125064594890756	0
college education	785540358100905984	0
college education	790928797218377728	0
college education	755116399425495040	0
college education	755488480323600384	0
college education	781046115235930112	0
college education	781211450492719106	1
college education	770941017671348225	0
college education	791067867743739906	0
college education	794459960771899392	0
college education	784976719119867904	1
college education	772621423617581056	1
college education	765695059048144896	0
college education	778597799306735616	0
college education	790940725814956033	0
college education	771304609306451968	1
college education	788729811698978816	1
college education	780806515611480065	1
college education	781175480150007808	1
college education	789656111179665408	0
college education	765917222942285826	0
college education	769626581505454080	0
college education	778653034100494336	1
college education	755452358964940804	0
college education	755164650669432832	0
college education	771727135090339841	1
college education	772173878810456064	0
college education	788531458906419200	0
college education	768149611903062016	1
college education	769163844920811521	0
college education	789183241131429888	1
college education	768573697959596032	1
college education	781467047196753920	0
college education	781205582665527296	1
college education	786520113969238016	1
college education	787934953342377985	1
college education	786475830482395136	0
college education	788770722965512192	1
college education	779172511258927104	1
college education	770839783962775552	0
college education	756284898969649153	0
college education	766572096390467584	0
college education	779704793602273280	0
college education	780069156959903744	0
college education	785770109470027777	1
college education	781976231482884096	0
college education	769645078381993984	0
college education	784882246624743424	0
college education	787413421012635648	0
college education	759097666307432448	0
college education	768553678575984640	0
college education	781543677101502464	0
college education	772668974467133440	0
college education	770358772778795008	0
college education	772220200707985408	0
college education	766841039357214721	0
death penalty	759118713329029120	1
death penalty	787291920426999808	0
death penalty	770960626063736832	0
death penalty	782152488749182977	1
death penalty	785383818303766528	0
death penalty	785965618596020224	0
death penalty	788160237832249344	1
death penalty	768193987622473729	0
death penalty	792630900332769280	0
death penalty	791324081022992384	0
death penalty	785576160662925314	0
death penalty	785670524126978048	1
death penalty	785555637941993472	0
death penalty	791312349537984512	1
death penalty	768599820109950976	0
death penalty	778647187240648705	1
death penalty	794108373277048832	0
death penalty	787999436593061892	0
death penalty	779804374763581440	0
death penalty	791514628249427968	0
death penalty	779005984790437888	0
death penalty	766281632487657473	0
death penalty	787212656478457856	0
death penalty	794056456165269504	0
death penalty	770465308112977922	0
death penalty	779564926129930240	0
death penalty	785909351991037952	0
death penalty	779582382831579137	0
death penalty	779730915702476802	0
death penalty	766044700423835648	1
death penalty	766087041918521344	0
death penalty	766048160728834048	1
death penalty	773187524663480320	0
death penalty	785543591921872897	0
death penalty	782041989785214976	0
death penalty	791375679342247936	0
death penalty	769611104519618560	0
death penalty	787140577330462720	0
death penalty	792458413754032128	1
death penalty	785993791740088320	1
death penalty	795392581068693504	0
death penalty	766195485639970816	0
death penalty	794963201792376834	1
death penalty	794152308602867712	1
death penalty	786601340831162368	0
death penalty	785871762651164672	0
death penalty	785672810010206208	1
death penalty	781607174673924096	0
death penalty	785471244355252224	0
death penalty	788257667319902208	0
death penalty	789520773555875840	0
death penalty	790213404162011138	0
death penalty	791480947971547138	0
death penalty	778804901463756801	1
death penalty	785279468214505476	0
death penalty	771776070043340803	1
death penalty	768819287062515712	0
death penalty	765933295540563968	0
death penalty	760161153083400192	0
death penalty	767757436073697282	1
death penalty	780215269759160321	0
death penalty	765541237164167169	0
death penalty	789964782581403648	0
death penalty	787195845703831552	0
death penalty	792040589755842561	1
death penalty	781003085867024385	0
death penalty	768027356304904192	0
death penalty	784892208096751616	1
death penalty	788377217562705921	0
death penalty	792169291999219713	0
death penalty	792069345933271040	0
death penalty	792271268087156737	0
death penalty	794441568778330112	0
death penalty	794243937368211456	0
death penalty	794267182209368071	1
death penalty	758819835635638276	0
death penalty	758854019213250561	1
death penalty	760154966472339456	0
death penalty	755098317751721985	1
death penalty	756972647351738369	0
death penalty	765541262313136128	0
death penalty	770245501417553920	0
death penalty	773536771762249728	0
death penalty	777844942701985793	1
death penalty	785640341911265280	1
death penalty	786051836688072705	1
death penalty	785799381538660353	1
death penalty	785167522207244288	1
death penalty	789501123254030336	0
death penalty	793710858106970112	0
death penalty	794674285533134850	1
death penalty	768589946718257152	1
death penalty	756842628122116097	1
death penalty	755627345319526400	0
death penalty	759086698227765248	1
death penalty	758925389494296578	0
death penalty	773436444018929665	0
death penalty	771348561434857473	1
death penalty	771040229746696192	0
death penalty	767322054752407553	1
gay marriage	778492262254714880	1
gay marriage	786600707512233984	0
gay marriage	785865399896272896	0
gay marriage	788220128278241281	0
gay marriage	767818257671741444	1
gay marriage	794048931583795200	0
gay marriage	794320860874231821	0
gay marriage	785629004703240192	1
gay marriage	794346374846447617	0
gay marriage	766105807238799362	0
gay marriage	766991535195901953	0
gay marriage	766953530590531584	0
gay marriage	793102084224782337	0
gay marriage	771455969150767104	0
gay marriage	780531939686187008	0
gay marriage	791368817469329408	0
gay marriage	787065394439880704	0
gay marriage	767798917765345280	0
gay marriage	767458524829921280	0
gay marriage	779466963974316032	0
gay marriage	759632159049027584	1
gay marriage	771937349433430016	1
gay marriage	787866120648876032	0
gay marriage	786348675974836224	0
gay marriage	793283206875385857	0
gay marriage	768232151619805184	0
gay marriage	789628437145067520	0
gay marriage	791430368893165568	0
gay marriage	758688470038618113	0
gay marriage	767790390745436160	0
gay marriage	773392055687057410	0
gay marriage	782119315977998336	1
gay marriage	785635086456676352	0
gay marriage	792008587249790977	0
gay marriage	765583738034151424	0
gay marriage	791879113267109888	0
gay marriage	767449003730489344	0
gay marriage	777886151772372993	0
gay marriage	785948409345613824	0
gay marriage	780159523235491840	0
gay marriage	756300229150773250	0
gay marriage	778047171098587137	0
gay marriage	756659232188030978	0
gay marriage	788164054627954688	0
gay marriage	788183826593820672	0
gay marriage	779788436387475456	0
gay marriage	786923643741741056	0
gay marriage	794251478735159296	0
gay marriage	756301042820653056	0
gay marriage	765884566104145920	0
gay marriage	792441309369741312	0
gay marriage	780725972404473856	0
gay marriage	770811099109203972	0
gay marriage	756411696957317120	0
gay marriage	785462411151020033	0
gay marriage	788554158441889792	0
gay marriage	793534286305583104	0
gay marriage	791508366157815808	0
gay marriage	755575642133901312	1
gay marriage	772355802552078338	0
gay marriage	755170422044315648	0
gay marriage	789248710052052992	1
gay marriage	755110477060071424	1
gay marriage	794532169913946112	0
gay marriage	791467022878175232	0
gay marriage	792450339727433729	0
gay marriage	767317520692850688	0
gay marriage	794770540623892481	0
gay marriage	755654243395178496	1
gay marriage	757007770457702401	0
gay marriage	778092045940428800	1
gay marriage	792644783466438656	1
gay marriage	755810305087774720	0
gay marriage	785990738269999106	1
gay marriage	786085223339532288	0
gay marriage	767458537379246080	0
gay marriage	777893349193768960	0
gay marriage	790561086789431296	0
gay marriage	787051737785831424	1
gay marriage	784749580793552896	0
gay marriage	757005631358377984	1
gay marriage	792710030034251776	1
gay marriage	768918390060843012	0
gay marriage	781299090462216192	0
gay marriage	771040074570010624	0
gay marriage	781484365448552448	0
gay marriage	782108574361059328	1
gay marriage	787101087987855361	1
gay marriage	780000596887646208	0
gay marriage	780288066090995712	1
gay marriage	792952850896842752	0
gay marriage	785684214318403584	0
gay marriage	785839051261693957	0
gay marriage	785685858506727424	0
gay marriage	759777663686881280	1
gay marriage	759424230635089920	0
gay marriage	773617340135116800	1
gay marriage	784755222132367360	1
gay marriage	777974269879783424	0
gay marriage	765588725053136896	0
gun control	780586335601958912	0
gun control	780586360767934465	0
gun control	780586423715897344	1
gun control	794588700738985984	0
gun control	780787603498860549	0
gun control	779475667150790656	0
gun control	795460935620104192	1
gun control	786241675085488128	0
gun control	767740679829225472	0
gun control	788223412443484160	0
gun control	792799788148285440	0
gun control	785540228056440832	0
gun control	788911357974503424	1
gun control	780587380008849408	0
gun control	779717535872585728	1
gun control	755050649486667776	0
gun control	767915737520365569	1
gun control	788570147153780736	1
gun control	795102951773786112	1
gun control	781681288021417989	0
gun control	790010970265444352	0
gun control	778352017316073472	0
gun control	792894101280534529	0
gun control	755575130428964866	0
gun control	758865100568616960	1
gun control	756616697763815425	0
gun control	757043543693066240	0
gun control	773210492672192512	0
gun control	769554334619086848	0
gun control	780587333884182528	0
gun control	780587019311407104	0
gun control	777808376763940864	0
gun control	785306877957550080	0
gun control	787076735833632768	0
gun control	788910863050612737	1
gun control	755074489948307457	0
gun control	755964756133941248	1
gun control	766357905897652226	1
gun control	756208046741663744	0
gun control	755071990109700096	1
gun control	765888223541329920	0
gun control	781252248475140096	0
gun control	781556117440561152	0
gun control	767826893768798208	0
gun control	777930665903947777	0
gun control	779816731170607104	0
gun control	781295252678250496	1
gun control	785290444678766597	0
gun control	788817917269970945	0
gun control	794314019989553152	1
gun control	770807034807595008	0
gun control	773192348100534272	1
gun control	786095377762099200	0
gun control	766530715425005568	0
gun control	772533783656558592	0
gun control	790969238722719744	0
gun control	757380052707180544	0
gun control	780586562111299584	1
gun control	790913269921972225	0
gun control	791075153270759424	0
gun control	772406150985756672	1
gun control	780585106683625472	0
gun control	772560019027955712	0
gun control	780602139739459585	0
gun control	769722127759081472	1
gun control	770026399361105921	1
gun control	785295989544325120	1
gun control	789328636708958209	0
gun control	788915241904201733	0
gun control	788405139052781568	0
gun control	787395150645452800	1
gun control	790819221034762240	0
gun control	795174275917508608	0
gun control	756006074197610496	0
gun control	756215537756151808	1
gun control	759355800586289152	0
gun control	771022559127212032	0
gun control	771474482821144576	1
gun control	755777971181481985	0
gun control	756668279293415424	1
gun control	767460944918130688	0
gun control	770448451205148672	0
gun control	786751849273503744	0
gun control	787780254840479744	0
gun control	794166862816935936	1
gun control	766054716413444096	0
gun control	757146388014723072	1
gun control	778259226695131136	0
gun control	781497812391387137	1
gun control	781625671567171584	1
gun control	794531532400574464	0
gun control	780053096969834496	0
gun control	768383268173582336	0
gun control	756596669953835008	0
gun control	758649513343062016	0
gun control	760179725436280832	0
gun control	760072783267180544	0
gun control	772063744759255042	0
gun control	767703174379507712	0
gun control	785954876974968836	0
human activity responsible for climate change	769042658908114944	0
human activity responsible for climate change	765966392768229376	1
human activity responsible for climate change	771099960829943809	1
human activity responsible for climate change	789496488556654593	1
human activity responsible for climate change	771215266441072640	1
human activity responsible for climate change	756915395127341057	1
human activity responsible for climate change	788223089460916226	1
human activity responsible for climate change	770622154102628352	0
human activity responsible for climate change	794395771143684096	1
illegal immigration	778587921746161665	0
illegal immigration	787696863696740352	0
illegal immigration	794226782648070144	0
illegal immigration	771460482225930240	1
illegal immigration	758864102320017408	1
illegal immigration	795353695651328004	1
illegal immigration	756375319750119424	0
illegal immigration	756324547712999424	0
illegal immigration	788918127576903680	1
illegal immigration	767382633068294144	1
illegal immigration	772920511059734528	0
illegal immigration	771547052677275648	1
illegal immigration	766677948044763136	1
illegal immigration	769152151193092096	0
illegal immigration	758811988101169153	1
illegal immigration	772865926404321280	0
illegal immigration	758773090104938496	1
illegal immigration	788907205617553410	1
illegal immigration	771162044921892864	0
illegal immigration	768606627456880640	0
illegal immigration	787347679500206081	1
illegal immigration	768974509835554816	1
illegal immigration	767811928496476160	1
illegal immigration	792700831959126017	0
illegal immigration	759730087692341248	0
illegal immigration	771180579542802437	0
illegal immigration	794593729747226624	0
illegal immigration	758728336885547008	0
illegal immigration	771800736757932033	1
illegal immigration	771364109686276097	1
illegal immigration	771591071872626689	1
illegal immigration	758836684129574915	0
illegal immigration	766271826179784704	0
illegal immigration	766761423091306498	0
illegal immigration	768240942847553537	0
illegal immigration	768748503996653569	0
illegal immigration	778545328572162048	0
illegal immigration	770354972743598084	0
illegal immigration	787596917635108864	0
illegal immigration	788308158317928448	0
illegal immigration	790930583991881728	1
illegal immigration	769922405796089856	1
illegal immigration	780598679459758080	0
illegal immigration	772082078078869509	0
illegal immigration	780584989268279301	0
illegal immigration	768798864983920644	0
illegal immigration	778648411973320705	0
illegal immigration	785450113472659456	1
illegal immigration	782206557513773056	1
illegal immigration	769188650038927361	0
illegal immigration	771172362880360449	1
illegal immigration	772782291970129920	0
illegal immigration	788382561093423104	0
illegal immigration	789485356873818112	0
illegal immigration	780505276508172288	0
illegal immigration	787737636525920256	0
illegal immigration	757380367267397632	0
illegal immigration	772485037442920449	0
illegal immigration	788526023084089344	0
illegal immigration	771169208763838464	0
illegal immigration	771161940034883585	1
illegal immigration	779340262426411009	0
illegal immigration	785023645009580033	0
illegal immigration	789138781504958465	0
illegal immigration	793152055158407168	0
illegal immigration	794529544275369989	0
illegal immigration	795068881463169026	0
illegal immigration	779131306395316224	0
illegal immigration	788308850378088448	1
illegal immigration	771320493119078400	1
illegal immigration	773206122169823236	0
illegal immigration	773355036772446208	0
illegal immigration	778058550220320768	0
illegal immigration	778715080460374016	0
illegal immigration	769122497501470720	0
illegal immigration	766682477926621185	1
illegal immigration	773372791232036864	0
illegal immigration	773318957348556800	0
illegal immigration	788887018407329793	0
illegal immigration	755515785221705728	0
illegal immigration	758811551872593920	1
illegal immigration	773365006637203456	0
illegal immigration	778002224911757312	0
illegal immigration	769264105580531712	0
illegal immigration	767698749367971841	0
illegal immigration	784980917655834624	1
illegal immigration	789884675569352704	0
illegal immigration	795456762296078336	0
illegal immigration	795081695049322497	0
illegal immigration	771174694925897728	0
illegal immigration	771168399300829184	1
illegal immigration	759214540609429508	1
illegal immigration	769217443940098048	0
illegal immigration	785731970697351168	1
illegal immigration	757071049922084864	0
illegal immigration	756318205908357120	0
illegal immigration	770787770402877440	0
illegal immigration	771266353072222209	1
illegal immigration	779374127220199426	1
illegal immigration	755265095891034112	1
lower corporate tax create job	759215169742467073	0
lower corporate tax create job	785212879427567616	0
lower corporate tax create job	785483726595567617	0
lower corporate tax create job	766046122301394944	1
lower corporate tax create job	772336642988253184	0
lower corporate tax create job	780576118277545984	0
lower corporate tax create job	771314314925842432	0
lower corporate tax create job	792848379181146112	0
lower corporate tax create job	756416793024012288	0
lower corporate tax create job	789384508998950913	0
lower corporate tax create job	791959539037802496	0
lower corporate tax create job	788470163335249920	0
lower corporate tax create job	791289922611208192	0
lower corporate tax create job	756112261387685889	0
lower corporate tax create job	788515147228733441	0
lower corporate tax create job	755254916289925120	0
lower corporate tax create job	770593255339810817	1
lower corporate tax create job	781176457422712833	0
lower corporate tax create job	787293052888985600	0
lower corporate tax create job	756277772822118400	0
lower corporate tax create job	768269829048504320	0
minimum wage	780574797109559296	1
minimum wage	767835869558419456	1
minimum wage	770487491757506560	0
minimum wage	766011003372986368	0
minimum wage	793634987333517312	0
minimum wage	778381377444122624	1
minimum wage	780602185914560512	1
minimum wage	778986825226522624	0
minimum wage	770492764005945344	0
minimum wage	766941207754706944	0
minimum wage	767747453638541312	0
minimum wage	788917750093770756	1
minimum wage	766944005364015104	0
minimum wage	780944092977037313	0
minimum wage	785846017983913984	0
minimum wage	788607640016486406	0
minimum wage	770986781730869248	0
minimum wage	766941807510851584	0
minimum wage	791280615463251968	0
minimum wage	765879943985242112	0
minimum wage	773253085812568064	0
minimum wage	781034522171281408	1
minimum wage	782069881911054338	1
minimum wage	788070475507171328	0
minimum wage	755529966197112832	0
minimum wage	791453273987256320	0
minimum wage	787964380579192832	0
minimum wage	768935045637738496	1
minimum wage	781157952149262340	1
minimum wage	788967985255817216	1
minimum wage	791817771579502592	1
minimum wage	788917322253737984	1
minimum wage	793822388823683072	0
minimum wage	756911808980586496	0
minimum wage	759803701926166528	0
minimum wage	772170766636969984	0
minimum wage	773599740827238400	0
minimum wage	779026121631215616	0
minimum wage	780271834134487040	0
minimum wage	779771705304547328	0
minimum wage	777977323349999616	0
minimum wage	773181296088580097	0
minimum wage	779032903816736768	0
minimum wage	778574684509999104	0
minimum wage	790048337298726912	0
minimum wage	788923294946762755	0
minimum wage	755788532422176769	0
minimum wage	770886223300796416	0
minimum wage	759843006711074816	1
minimum wage	772630240065564672	0
minimum wage	773527154202071040	0
minimum wage	769166042761351169	0
minimum wage	772144187340886016	0
minimum wage	781695548675862528	0
minimum wage	790664140830408708	0
minimum wage	788407945008513024	0
minimum wage	793922846607208448	0
minimum wage	765745743021772800	0
minimum wage	772449658501083138	0
minimum wage	778081123972714496	0
minimum wage	769200071137165312	0
minimum wage	769463016257622016	0
minimum wage	765894137493262336	0
minimum wage	767073873598648320	0
minimum wage	766412951934959616	0
minimum wage	786689886812184576	0
minimum wage	788917745916280833	0
minimum wage	784725077690617856	0
minimum wage	792009539360993280	0
minimum wage	793545359230431232	0
minimum wage	756684536440815616	0
minimum wage	765633935456006144	0
minimum wage	782238715229921281	0
minimum wage	784863334524780544	0
minimum wage	791415151949910016	0
minimum wage	792482799450198016	0
minimum wage	793782438090698752	0
minimum wage	756054279329374208	0
minimum wage	759109611685285889	0
minimum wage	756880251033047040	1
minimum wage	781856635102912512	0
minimum wage	781569522407014401	0
minimum wage	780575895987818496	1
minimum wage	788917586503299073	1
minimum wage	788935357760835586	0
minimum wage	791825631692648450	0
minimum wage	755167821592686593	1
minimum wage	772086326925594625	0
minimum wage	793098623923867648	0
minimum wage	794621730920820737	0
minimum wage	756271812728745985	1
minimum wage	786005695158104064	1
minimum wage	792815512589701120	0
minimum wage	755781326616363009	1
minimum wage	755876650575945728	1
minimum wage	768496661202997252	0
minimum wage	771699989567463424	1
minimum wage	781956111419211776	0
minimum wage	772719708739174400	1
minimum wage	785868365244030976	1
obamacare	780663405946413056	0
obamacare	779529979180625921	0
obamacare	792516601329381378	0
obamacare	765510069282668544	0
obamacare	781866856625733632	0
obamacare	789149187602419713	0
obamacare	755830978812096512	0
obamacare	786276605253545984	0
obamacare	782208621086117888	0
obamacare	791619494229577729	1
obamacare	755424445884497920	0
obamacare	770821689714192384	0
obamacare	770411004446535680	0
obamacare	769090159405047808	0
obamacare	789109446559555584	1
obamacare	789795458537263104	0
obamacare	773533428910288898	1
obamacare	792050349934727168	0
obamacare	781320095545122820	0
obamacare	779202211092000768	0
obamacare	755572190217703425	0
obamacare	771054339393814528	0
obamacare	780775171590193152	0
obamacare	767434533411155968	0
obamacare	788456364075020292	0
obamacare	791303990298439680	0
obamacare	765567376070942721	0
obamacare	781128713656078336	0
obamacare	769152046343811073	0
obamacare	789258398873321472	0
obamacare	787155832039284736	1
obamacare	792152653170085888	0
obamacare	794971913340747776	0
obamacare	790915954263855105	0
obamacare	755123101898313728	0
obamacare	755544059020804096	0
obamacare	756145627076198400	0
obamacare	780938648787320832	0
obamacare	791252127746105344	1
obamacare	789633650673512448	0
obamacare	786386332440342528	1
obamacare	758929680250441728	1
obamacare	778306110650474496	0
obamacare	768847929960435712	0
obamacare	768796491028787200	0
obamacare	785315149137661953	0
obamacare	788085201725304832	0
obamacare	786360914966671360	0
obamacare	785733090580791296	0
obamacare	785292206315827202	0
obamacare	788919822071451648	0
obamacare	758516834912075778	0
obamacare	791281701779480580	0
obamacare	791033415751598081	1
obamacare	760106937484804096	0
obamacare	755941460944367617	1
obamacare	768966674913619968	0
obamacare	781612019103305728	0
obamacare	791372210652884992	0
obamacare	790983423859036160	1
obamacare	791342259140788224	0
obamacare	792127403472543744	1
obamacare	791726046336970753	0
obamacare	791098540705640452	1
obamacare	788930748241805312	1
obamacare	785450356729864192	0
obamacare	791043716962148352	0
obamacare	791278614780051458	0
obamacare	793116923688919040	0
obamacare	793850587142119424	0
obamacare	795121075390550016	0
obamacare	765629959280865280	0
obamacare	755808128235630592	0
obamacare	781551075862024197	1
obamacare	781536286767194112	0
obamacare	765711341353132032	0
obamacare	787848810739400704	0
obamacare	791968074438062080	0
obamacare	793595397293899776	1
obamacare	795002087163695104	0
obamacare	789614117803872256	0
obamacare	794587912234930176	1
obamacare	791447779436486656	0
obamacare	794244826552213504	0
obamacare	793953712502927360	0
obamacare	794577892038639616	0
obamacare	765586757924560896	0
obamacare	765515450562248704	0
obamacare	781618163754631168	0
obamacare	791777724373176321	0
obamacare	790717051983757316	0
obamacare	785291900102193152	1
obamacare	785291879130669056	0
obamacare	786495547926601728	1
obamacare	788458146649874432	0
obamacare	790014455723675653	1
obamacare	787397767895343104	0
obamacare	785293317797851136	1
obamacare	787692132526088197	1
obamacare	794325298464505856	1
performance enhance drug	766012882421030912	0
performance enhance drug	766235201521328128	0
performance enhance drug	756586943371177986	0
performance enhance drug	756609055741792256	0
performance enhance drug	756610074961858560	0
performance enhance drug	756593318709133312	0
performance enhance drug	785853957834838016	0
performance enhance drug	755890718271541248	1
performance enhance drug	771831732660088833	0
performance enhance drug	759860337596329984	0
performance enhance drug	766815185701105665	0
performance enhance drug	756738777171714050	0
performance enhance drug	768455536035500032	0
performance enhance drug	765557875943022592	0
performance enhance drug	765655901051166724	0
performance enhance drug	771467709020200960	0
performance enhance drug	765485838775963649	0
performance enhance drug	755210540549566469	0
performance enhance drug	768033597462867968	0
performance enhance drug	767354694813437954	0
performance enhance drug	759870743652040704	1
prostitution	787788152710791168	0
prostitution	792858722318024709	0
prostitution	788835122309009408	1
prostitution	766742980728229888	1
prostitution	785151902623277056	0
prostitution	787158570928369664	1
prostitution	755530452727894016	1
prostitution	786169092671614976	0
prostitution	785020302145224704	0
prostitution	756031718163902464	0
prostitution	758503782225510400	0
prostitution	790176397826351104	0
prostitution	773216188524552196	0
prostitution	770860495414947840	0
prostitution	755545401223180288	0
prostitution	789178161862877189	0
prostitution	770985213048590337	1
prostitution	779226408056868864	1
prostitution	794354331436732416	1
prostitution	791261032249450496	1
prostitution	770340850505125888	0
prostitution	760057046259470336	1
prostitution	768531561977307136	0
prostitution	768139361032343552	0
prostitution	771957087811371008	0
prostitution	772477026309509120	0
prostitution	770151498659561472	0
prostitution	773128712107679744	0
prostitution	773221448160862208	0
prostitution	773293783152820224	0
prostitution	778469352957894656	0
